Community,Id,Request,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Normalized Score,Average,Classification,,,,
Wikipedia,160048,"yes, but we are hardly debating that edit that hasnt stood in the last few days anywway and certainly isnt an issue right now. What of that edit do you currently object to with such vehemence?",5,9,9,9,9,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A00613921OIEGJA322163,ANVEDG15GV3QE,-1.90382048,8.2,Rude,0.254534035,,,
092011 Stack Overflow,5264896,I use the [full-size version](http://training.perl.com/scripts/rename) of the rename script everyday.  Why in the world would you *not* want to use existing code?,1,5,11,1,5,A3H8M155NBFE1L,A2NPNKSW89BODS,A1HBDQ0BJQBA4Q,A3DKR227NQCH4X,A3OY0OL2M0HUTT,-1.685137688,4.6,Rude,0.068633132,,,
092011 Stack Overflow,1272799,OT : Is my edit of the post a good way to add on-topic questions? What do you suggest else?,15,16,15,21,21,AYG3MF094634L,A1ZHP80O13CEUI,A28TXBSZPWMEU9,A1G05O3HM7DNVZ,A125P73OQSRNI5,1.214744866,17.6,Polite,0.602953637,,,
092011 Stack Apps,4947,It's great..!! Any plans for an iPad specific version?,12,17,21,17,25,A28TXBSZPWMEU9,A32VJLRWGMYGSU,A1FF4KWG1G44QE,ARX0S1CIDJLOX,AR6N5URYPDBXS,0.746188273,18.4,Polite,0.858152658,,,
Wikipedia,21812,These clickable images are great! Can you make one for the 10^-6 to 10^5 range too?,17,17,21,21,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A194CUACV9SQ1K,A29B522D0BX6HN,AIPK94CUWL45W,1.045831824,18.6,Polite,0.480714942,,,
Wikipedia,620148,I'm not even sure who this person is! Which page is this about?,5,9,4,8,9,AHH34KPTA2LSS,A26NYABOD7YBW8,A872FSFU7WV6W,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,-1.499837379,7,Rude,0.763598004,,,
092011 Stack Overflow,6138784,@blunders: However it still isn't clear to me what you really want to ask.  What is the problem you're experiencing?,17,17,17,18,20,A3HTLXAPOBCVVO,A2UFD1I8ZO1V4G,A3MMLCBV2W3BP9,A14TK8NCD4CUN1,A34M93NJC830DP,1.561806785,17.8,Polite,0.041936099,,,
Wikipedia,402148,Due to certain Edits the page alignment has changed. Could you please help?,17,17,18,16,21,A199E33VY97TR,A2GSW5RBAT5LQ5,ARYGQ46IMW8AU,A3EJ5TT2ZGBIDA,A26NYABOD7YBW8,1.152064491,17.8,Polite,0.026117494,,,
Wikipedia,541234,What's up with all those tweaky changes?  Just salting redirects?,9,9,5,9,9,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A3GOI327COFGY5,ANVEDG15GV3QE,-1.508035812,8.2,Rude,0.260698438,,,
Wikipedia,509068,"The text of your warning <url> made me smile. Did you really think that if China got a new Prime Minister as of today, and a female one at that, it wouldn't be all over the news, and the link to this person would be red?",5,7,9,4,13,A233ONYNWKDIYF,AI4WWBB2PNCKH,A3S5L3I8O3Q2G,A29B522D0BX6HN,AIPK94CUWL45W,-1.408786191,7.6,Rude,0.477028892,,,
092011 Stack Overflow,8619532,in certain cases i had to first start the Zune player and then VS2010 to make it work. Perhaps that does the trick for you?,17,25,17,19,19,A3T68OBEBCKJF7,A3E157ZN8XPUKJ,ARYGQ46IMW8AU,A2Y0ZGI29KQBTB,A872FSFU7WV6W,1.21728674,19.4,Polite,0.473681929,,,
092011 Stack Overflow,6939417,Sounds like a framework bug. Could you upload a minimal .xcproj so I can see what's going on?,14,21,25,13,17,A1BS64O3JY0YJ4,A2AE4MZVUX9JPX,ARJ44YPGA2FPK,A14TK8NCD4CUN1,A17G2LOYX7WQZ,0.645014414,18,Polite,0.487218008,,,
Wikipedia,620106,Yes I am planning to. Is that good?,13,17,19,21,21,A2VMJFBCB921NI,A3LXBP8T6JMY9B,A3EJ5TT2ZGBIDA,A302M81U0HM7RJ,A1F4D2PZ7NNWTL,0.988816792,18.2,Polite,0.265368596,,,
092011 Stack Overflow,8245314,"Thanks Cameron.  That makes sense, but then why isn't this access restricted to only copy constructors and assignment operators?",15,17,25,21,18,A1BS64O3JY0YJ4,A2UFD1I8ZO1V4G,AO2NFSIXUL5MT,A17G2LOYX7WQZ,A2BKPNKU3EG41Z,1.183999887,19.2,Polite,0.892367731,,,
092011 Stack Overflow,2964737,"bit or digit? the title of your question says digit, your question says bit, so what is it?",5,7,9,9,11,A3I83CQLOZRO79,A2PXJTMWGUE5DC,A320SR22MPGY17,AP6784DKV31O6,A3CGUAC9NBOHSE,-1.270443965,8.2,Rude,0.788211051,,,
Wikipedia,426785,"Yes, I apologize, my friend (I guess I have some kind of a phobia that you will forget about my posts :) ) I will wait as long as you want me to. Could you read Mir Harven's posts on talk page?",16,17,17,20,21,A21753FQKCM5DQ,AYG3MF094634L,A3EJ5TT2ZGBIDA,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,1.222241053,18.2,Polite,0.681833043,,,
Wikipedia,440978,"In terms of suitability for an article, as I understand it, Merrill's ""claim to notice"" is due to the company (work done by SOM, size of SOM, etc), and also because of the important changes he made to that company. Is that roughly correct?",13,17,19,18,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A34A6MSJTD9A4L,A3LXBP8T6JMY9B,A1Y3Z92RE62NPS,0.803827979,17.6,Polite,0.927805527,,,
092011 Stack Overflow,6757273,"Yes, the edges are always axis aligned (I will update the post).  Could you give more detail on the scan line approach?  Thx.",17,14,21,18,21,AQRI1E9W5268O,A14TK8NCD4CUN1,AO3XB5I5QNNUI,A3EJ5TT2ZGBIDA,A3DKR227NQCH4X,1.019070521,18.2,Polite,0.471859951,,,
Wikipedia,274819,If you have time could you look at <url><url> on the <url> article. I'm wondering what your thoughts are in terms whether it should go or stay?,17,17,13,21,22,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,0.912014893,18,Polite,0.352776628,,,
092011 Stack Overflow,6101327,ok thanks. Any help I can get?,17,17,18,21,17,A2UME0TSE7N41G,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A3MMLCBV2W3BP9,A3DGKW5JY87RCH,1.662301592,18,Polite,0.79353412,,,
Wikipedia,541730,No problem.  :) Did you see the additional notes on the project talk page about the rest of those books from the 70s?,17,25,17,25,17,A22SZHZTF72TRM,AO5E3LWBYM72K,AVHARSCRX7M9E,A3TFQK7QK8X6LM,A3FGBGZ4RKH712,1.070401964,20.2,Polite,0.280273273,,,
092011 Game Development,35,For what purpose? To make the game or to pitch it to an investor?,5,9,9,13,1,A3H6Z7OPWAMWB,A3RLCGRXA34GC0,A13CO3B2BRXQLZ,A2UFD1I8ZO1V4G,A1W2G1N4BDF2DW,-1.38952863,7.4,Rude,0.937914418,,,
Wikipedia,61921,The haven't first team appearances for gods sake! How can you say they deserve an article?,5,5,1,5,5,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A19ZT0TQPFA2,-2.133741729,4.2,Rude,0.368889866,,,
Wikipedia,625073,"I also found your audio uploads at <url>. If it's not a burden, would you mind recording more Hungarian town names for WP?",21,19,22,25,21,A233ONYNWKDIYF,A2WKPCZU4U110T,A6YO9886DY2SC,AO5E3LWBYM72K,A1DTQSIIYIZL62,1.478870971,21.6,Polite,0.624712486,,,
092011 Bicycles,7516,Welcome to the site! Are the rims the same size on both bikes?,21,13,17,21,25,AYG3MF094634L,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A3OZ8KF0HWSVWK,A309BLCQJHQULO,1.270338911,19.4,Polite,0.924378739,,,
092011 Unix and Linux,1498,don't do that. why would you do that?,21,20,15,15,21,A3E157ZN8XPUKJ,A1KC138MX47DXA,ARYGQ46IMW8AU,A28TXBSZPWMEU9,A13HSR88OUNIVP,0.498622803,18.4,Polite,0.140530541,,,
Wikipedia,600218,"On a related note, I went through your recent article-work, and saw nothing wrong with your contributions. I was wondering, would you like me to grant your account <url> to make it easier to revert vandalism when you come across it?",21,17,19,17,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A2QH1BQA6GR48O,A3IHLWMZNBLUR4,1.035776541,19,Polite,0.800358622,,,
092011 TeX - LaTeX,3012,"Done. Do you specifically want small numbers inside the big number, or just shading?",17,14,19,19,23,AO3XB5I5QNNUI,A3RLCGRXA34GC0,A23312XQ2AQ91W,A1KC138MX47DXA,A1FF4KWG1G44QE,0.796673048,18.4,Polite,0.072159331,,,
Wikipedia,430433,Helllo?????,9,5,5,8,5,A2YFPO0N4GIS25,A34A6MSJTD9A4L,A204JAK7QRDWVM,A1KC138MX47DXA,A13CO3B2BRXQLZ,-1.66519988,6.4,Rude,0.087015027,,,
Wikipedia,36342,I see that there now. Do you want me to tie it all in or do you want to work on it?,17,21,21,17,17,AEWF3138PFWEN,A2ZKDPANCVA690,A2HUIIM8G3Q1VI,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,0.836768344,18.6,Polite,0.737528673,,,
092011 Stack Overflow,2943817,"To clarify - the retain count is 1 after initWithNibName and 4 after pushViewController...

Any ideas?",21,15,13,21,18,AGFHIO3UKJ9EF,A3EJ5TT2ZGBIDA,A1TWD4UTLWVYAQ,A2EV4INWSEBY6Q,A2PIUQICBRBZZY,0.466861786,17.6,Polite,0.084157611,,,
092011 Stack Overflow,7102064,what is your problem? what is your question?,13,9,5,8,9,A2UFD1I8ZO1V4G,ARJ44YPGA2FPK,AO3XB5I5QNNUI,A3EJ5TT2ZGBIDA,A320SR22MPGY17,-1.324025119,8.8,Rude,0.681426026,,,
092011 IT Security,5452,"Seems very similar to http://security.stackexchange.com/questions/1634/which-instant-messaging-services-use-or-allow-secure-protocols-and-what-do-those - but there may be a slightly different goal here.  @LanceBaynes - Could you elaborate a bit, particularly in a way that distinguishes this question from the other?",21,17,17,21,17,A233ONYNWKDIYF,ARYGQ46IMW8AU,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,AI4WWBB2PNCKH,1.312785274,18.6,Polite,0.293669959,,,
Wikipedia,13662,"Ah well, if you are going to have such a bizarre flight of fancy as far as to calling it an attack page then perhaps I will remove it. Maybe you should also look at how you interact with others?",9,3,7,4,5,A2UFD1I8ZO1V4G,A6YO9886DY2SC,A1KC138MX47DXA,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,-1.970869147,5.6,Rude,0.097130747,,,
Wikipedia,388162,Hi Gareth. I was wondering if you could point me in the right direction for learning about building a wikipedia profile?,17,21,18,16,17,A22SZHZTF72TRM,AC19WQADO0IFX,AK46ZNEC6R89C,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,1.067862111,17.8,Polite,0.560035144,,,
092011 Stack Overflow,7944447,@marc thanks. how can i fix it?,17,25,21,21,21,A3OW54MEVDKXJL,AO3XB5I5QNNUI,A3EJ5TT2ZGBIDA,AFHAH1BIN51GI,A1Z7WT01G55LDC,1.595279491,21,Polite,0.119514095,,,
092011 Statistical Analysis,4591,It is not clear to me: are the independent (i.e. right hand side) variable continuous or discrete ?,21,20,17,13,21,A3E157ZN8XPUKJ,A1KC138MX47DXA,ARYGQ46IMW8AU,A3GOI327COFGY5,A13HSR88OUNIVP,0.568901398,18.4,Polite,0.992634391,,,
Wikipedia,620976,"Okay, I will be glad to help you here! Could you please list the username you would want now?",21,21,17,16,17,A233ONYNWKDIYF,A6YO9886DY2SC,AYG3MF094634L,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,1.216701663,18.4,Polite,0.665103492,,,
Wikipedia,378359,"Ah, thanks! Btw, IS THERE any kind of guideline for FAs in regard to lede length somewhere?",17,17,21,21,18,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,AIPK94CUWL45W,1.45367984,18.8,Polite,0.909997554,,,
Wikipedia,138706,Thank you very much for fixing the broken references in <url> and related articles. Are you planning to fix them in <url> as well?,17,17,25,21,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A3GOI327COFGY5,1.35713522,20.2,Polite,0.888440699,,,
Wikipedia,627441,And wasting our time as well. I can only repeat: why don't you do constructive work by adding contents about your beloved Makedonia?,3,9,1,1,13,A2ZABRSFZKUOKV,AC25X12LNYY6Y,A22CF8BF9YQND7,A13CO3B2BRXQLZ,A3HZVDLYFUZ7KE,-1.556198597,5.4,Rude,0.718706143,,,
Wikipedia,630193,Ok then. DO you want to set up another Peer Review for <url>?,19,18,22,17,13,ANGX5PAAYGL9P,AO5E3LWBYM72K,A2MWGIVIKOXWYM,A2LQ33BQ8G259D,A872FSFU7WV6W,0.432242334,17.8,Polite,0.523036188,,,
092011 Stack Overflow,6590053,Your regexp is probably dropping the newline character that is present on each of your input strings.  Can you post the regexp that you are using?,21,16,15,17,21,A416CQ0FIDNFT,A28TXBSZPWMEU9,AO2NFSIXUL5MT,A17G2LOYX7WQZ,A3DKR227NQCH4X,0.853220472,18,Polite,0.385467009,,,
Wikipedia,542856,"Hi, congrats on your admin promotion, but in preparing the short note about it for ''The Signpost'', I'm puzzled as to ""the backlog"", which appeared in your RfA text. Is it a copyright backlog for images?",13,21,13,21,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,ASDKBXZBSJNZD,A2QH1BQA6GR48O,A19ZT0TQPFA2,0.911907565,17.8,Polite,0.900937002,,,
092011 Stack Apps,4122,@carson I'm one of your user :). Any news about some new release (wink..wink)?,17,19,23,17,21,A233ONYNWKDIYF,A23312XQ2AQ91W,A1WURT0GIKFRC9,AI4WWBB2PNCKH,A13HSR88OUNIVP,0.941046231,19.4,Polite,0.029562314,,,
Wikipedia,574731,# And what evidence do you have that I am committing revenge?  Revenge for what?,4,9,10,9,9,A2QN0EGBRGJU1M,A1VE0KG5BAO7EU,AYG3MF094634L,A1F4D2PZ7NNWTL,AD1IH74UX9IAI,-1.510390184,8.2,Rude,0.970509668,,,
092011 Stack Overflow,3850338,"Yeah, tough crowd today.  Maybe it's right after a long weekend? :)",21,17,25,18,14,A3HTLXAPOBCVVO,A2UFD1I8ZO1V4G,A3MMLCBV2W3BP9,A14TK8NCD4CUN1,A34M93NJC830DP,1.618004554,19,Polite,0.810555946,,,
Wikipedia,621208,"Hi, what was the image you are having problems with? Was it <url>?",24,19,23,13,10,AO5E3LWBYM72K,A3LXBP8T6JMY9B,A2MWGIVIKOXWYM,A2NRW37D7QPLRE,A2LQ33BQ8G259D,0.469287092,17.8,Polite,0.878961649,,,
Wikipedia,513734,"Hi, thanks for moving three of the Brussels municipalities. Could you move <url> to <url> as well?",21,21,21,21,21,A233ONYNWKDIYF,APDWVWS2HMSFD,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A2CE0KVP4A8J8K,1.538699433,21,Polite,0.357657533,,,
092011 GIS,1560,What happens if you export the layer to a gdb featureclass - does it have coordinates?  Does the exported fc's spatialreference match that of  zlevels?,15,21,13,21,21,A3RLCGRXA34GC0,A3E157ZN8XPUKJ,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,A1W2G1N4BDF2DW,0.576975882,18.2,Polite,0.225865921,,,
Wikipedia,479685,"Thanks! By the way, have you sent anything to Maggie since you received the email from the photographer?",15,21,20,21,18,ANGX5PAAYGL9P,ANMGOZ451W9ZN,A1KC138MX47DXA,A1F4D2PZ7NNWTL,AZ1RJVNOZFIWV,0.945871565,19,Polite,0.34543316,,,
Wikipedia,297046,I hope this makes my concerns clearer. Perhaps we can work together to resolve them?,17,17,17,20,25,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A1G05O3HM7DNVZ,1.074113329,19.2,Polite,0.876069726,,,
Wikipedia,421161,"Any more of this hoax crap at <url>, <url>, Eyre/Heller garbage, and you will be '''''permanently''''' banned from editing.  Is that clear?",5,1,1,5,9,A2UFD1I8ZO1V4G,A1UEZLJ583HSV5,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,AIPK94CUWL45W,-2.536777733,4.2,Rude,0.163457318,,,
092011 Android Enthusiasts,4767,"I'm suspecting a bad charger; most home screen I've used turns itself on when you just plugged the device in or plugged the device out, if a bad charger somehow causes the device to think that it had just been plugged off and/or plugged on, it could cause the symptoms you're having. Have you tried with a different charger and different wall socket?",21,25,18,21,25,A3IS283P2CECZJ,A3E157ZN8XPUKJ,ARYGQ46IMW8AU,A2UFD1I8ZO1V4G,A2MWGIVIKOXWYM,1.609592165,22,Polite,0.99308435,,,
092011 Webmasters,90,I've never heard that. Any links to horror stories?,9,21,25,21,21,AO3XB5I5QNNUI,A233ONYNWKDIYF,A1FF4KWG1G44QE,A1LRRDBA84ITCJ,A13HSR88OUNIVP,0.99667373,19.4,Polite,0.452444633,,,
092011 Stack Overflow,2565714,Ow my eyes. Why are you not using `use strict; use warnings;`?,9,12,5,11,5,A2UFD1I8ZO1V4G,AYG3MF094634L,AO3XB5I5QNNUI,A17G2LOYX7WQZ,A320SR22MPGY17,-1.74526648,8.4,Rude,0.344087125,,,
Wikipedia,52605,I don't understand why did you add that message at the bottom of this page??,4,13,5,9,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A2AMGE57IJVSHF,A2GODV4YZGD8X9,-1.545324605,7.2,Rude,0.905074949,,,
Wikipedia,265281,"I'd like to ask why you're so insistent on creating a page called <url>, which means the same thing as <url>.  Are you disagreeing that they mean the same thing, do you feel that the <url> article is bad, or do you feel that <url> is a better name for the article?",7,13,5,9,9,A2ZABRSFZKUOKV,AC25X12LNYY6Y,A22CF8BF9YQND7,A13CO3B2BRXQLZ,A3HZVDLYFUZ7KE,-0.850114882,8.6,Rude,0.400138808,,,
092011 Stack Overflow,5351661,"What environment are you developing under? OS X, Linux or Windows?",21,21,17,15,20,A3R637QBE0IXDF,A3E157ZN8XPUKJ,A3OZ8KF0HWSVWK,AP6784DKV31O6,A1Z7WT01G55LDC,0.69016282,18.8,Polite,0.317443752,,,
Wikipedia,261906,Yellowmonkey has told me we need another FAR delegate and recommended you for the job. Is that something you're willing to do?,17,17,25,17,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2MWGIVIKOXWYM,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,0.651206735,17.8,Polite,0.400030928,,,
Wikipedia,507189,"Deleting Val Klassen's page. I redirected it to the creator's talkpage, wasn't that enough?",4,9,9,1,1,A3I83CQLOZRO79,A233ONYNWKDIYF,AI4WWBB2PNCKH,A26YKYQIA3GX8B,A28K8ST8B2XU0N,-1.368877908,4.8,Rude,0.307805322,,,
Wikipedia,621854,Liked that <url> I tore into that spammer? Got a box with a gun?,9,5,5,9,9,A233ONYNWKDIYF,A34A6MSJTD9A4L,A15YL2MKU0RY98,A1F4D2PZ7NNWTL,A9LK8OAITVXOQ,-1.186276936,7.4,Rude,0.613219466,,,
Wikipedia,82279,I'm not familiar with that article. Can you please specify the exact article title?,17,17,17,25,16,A233ONYNWKDIYF,A199E33VY97TR,AYG3MF094634L,A2MWGIVIKOXWYM,A1F4D2PZ7NNWTL,0.987581604,18.4,Polite,0.8346511,,,
Wikipedia,597470,Re your remarks on the talk page of 9/11: '''I do not troll'''. Comprende?,9,5,9,5,5,A2UFD1I8ZO1V4G,A3Q5YG3X67WHFD,A3EJ5TT2ZGBIDA,A38WUWONC7EXTO,A1DTQSIIYIZL62,-1.812331627,6.6,Rude,0.209272074,,,
Wikipedia,414928,"Apologies, I was busy prod'ding this article when you speedily deleted it, so I inadvertently re-created it.  Can you delete it again, please?",21,25,21,21,11,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,ASMS4TMF7H5CR,1.797996439,19.8,Polite,0.021002131,,,
092011 Cooking,16557,Please share some recipies of those pastas/1 dish meals?,21,17,17,21,21,A1E0EK09CA5OIO,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A309BLCQJHQULO,A3IS283P2CECZJ,1.176832188,19.4,Polite,0.480791129,,,
092011 Drupal Answers,646,"Are you hardcoding the node id in the ""second"" method but it won't load the node? Or is the question why you aren't getting that node id in the ""second"" method?",17,13,19,21,25,AO3XB5I5QNNUI,A233ONYNWKDIYF,A23312XQ2AQ91W,A3E157ZN8XPUKJ,A2MWGIVIKOXWYM,0.778655333,19,Polite,0.339375642,,,
Wikipedia,402207,"I've been trying to convince this user that his only problem is his username, but he doesn't seem to fully believe it.  Would you mind popping over and giving a word or two of encouragement?",21,21,15,22,19,A233ONYNWKDIYF,AISPSIJ54U4SC,A199E33VY97TR,A3T3VES112CGFO,A1F4D2PZ7NNWTL,1.207695389,19.6,Polite,0.672194098,,,
Wikipedia,620507,Personal attacks and refusing to answer questions. What are you hiding?,6,10,4,1,7,AW6UIL04MLQ9N,A21FGAQF6DQ9D9,A1BJTTNDDFZ3ZP,A2MWGIVIKOXWYM,A1F4D2PZ7NNWTL,-1.408265604,5.6,Rude,0.874775483,,,
Wikipedia,604911,There is a very nice moving picture at <url> which illustrates the bisection method. Can we get it for our version?,17,21,21,17,13,A1T5YMBH35PDBX,A233ONYNWKDIYF,APMYUTI3V3Y6R,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,0.961981519,17.8,Polite,0.259364421,,,
Wikipedia,3190,"Thank you for contacting me, the history has been restored given the link you provided.  Would you mind assisting with sourcing of the article so that it complies with <url> policy?",21,20,23,25,17,A2UFD1I8ZO1V4G,A22SZHZTF72TRM,A1QV3X9YMQQ3OQ,A2MWGIVIKOXWYM,AEYHIQUDWJ3KV,1.494118748,21.2,Polite,0.26392194,,,
Wikipedia,394185,"<url> - I removed a see-also to a link placed by a COI-editor pointing to a topic about himself, which duplicated an existing link on the same topic.  Exactly what is <em>your</em> reason for the template on my user page?",10,13,9,6,5,A1T5YMBH35PDBX,AO3XB5I5QNNUI,A31RP7HI5172B,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,-1.087807465,8.6,Rude,0.8665666,,,
092011 Drupal Answers,4355,That is the correct way (AFAIK) for embedding a thumbnail into an RSS feed. What result are you seeing and what result would you expect?,25,22,21,19,21,A3E157ZN8XPUKJ,A28TXBSZPWMEU9,A32VJLRWGMYGSU,A2JJLF3PI5XJ0I,A1LRRDBA84ITCJ,1.940023979,21.6,Polite,0.298189399,,,
Wikipedia,109554,"Thank you, I was wondering what type of unit this was. Civil Defence, some kind of police squad, or perhaps even Freikorps?",21,15,17,17,19,AO5E3LWBYM72K,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,A1Y3Z92RE62NPS,A2WZQ92N4809N1,0.693869041,17.8,Polite,0.720934308,,,
092011 Stack Overflow,5246694,"Just tested on IE8 Win7, it works! Does it reports some errors?",13,21,13,20,24,A233ONYNWKDIYF,A3E157ZN8XPUKJ,AO3XB5I5QNNUI,A39FH0T1NKKMVO,A3OY0OL2M0HUTT,0.831221658,18.2,Polite,0.40281566,,,
092011 WordPress,4302,"You do `global $post`, but at the time `content_save_pre` runs, no `$post` object exists (since you are right before saving it). Could this be your problem?",11,1,9,4,5,A23312XQ2AQ91W,A3E157ZN8XPUKJ,A2UFD1I8ZO1V4G,ARX0S1CIDJLOX,AI4WWBB2PNCKH,-1.978907933,6,Rude,0.302295809,,,
Wikipedia,44690,"BTW, I'm amazed that he has the gumption to show his mug after <url>. And do you have the balls (metaphorically or otherwise) to place a hatnote above his article linking to that term?",5,9,8,10,9,AD8ZUKPJT9E6,A2UFD1I8ZO1V4G,ATVSN1P3Z1NRY,A3EJ5TT2ZGBIDA,A1DTQSIIYIZL62,-1.607915361,8.2,Rude,0.304239529,,,
Wikipedia,620599,Another admin has already deleted the article. Do you need me to restore it for you?,22,19,21,14,18,ANGX5PAAYGL9P,AO5E3LWBYM72K,A2MWGIVIKOXWYM,A2LQ33BQ8G259D,A872FSFU7WV6W,0.613237504,18.8,Polite,0.902834905,,,
Wikipedia,43587,I disagree with your edit of the 21st of November.  Would you object to me inserting a new version based around the word 'Notwithstanding'?,21,17,17,21,17,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A8ZO8H4HIEYLP,A3GOI327COFGY5,1.01970922,18.6,Polite,0.483475297,,,
