Community,Id,Request,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Normalized Score,Average,Classification,,,
092011 Android Enthusiasts,2952,what is EPST?  What are you trying to do?,17,20,15,20,22,AO3XB5I5QNNUI,ALK595458N4IR,A28TXBSZPWMEU9,ARX0S1CIDJLOX,A13HSR88OUNIVP,0.849326734,18.8,Polite,0.076450084,,
092011 Stack Overflow,3911757,When were closures for JDK 7 cancelled? You have a link confirm this?,10,9,12,10,13,A2AE4MZVUX9JPX,A1H0XDGVSBL152,AYG3MF094634L,AD1IH74UX9IAI,AFHAH1BIN51GI,-0.714352192,10.8,Rude,0.076609366,,
092011 Stack Overflow,5903139,"Can you explain what you are trying to do? The *whole point* of the Null Object Refactoring is *not* to use `nil`, so why would you want to inherit from `NilClass` for that?",1,13,13,8,5,A1UIH2IMG9DV95,A2UFD1I8ZO1V4G,A23FB7HE970AZJ,A872FSFU7WV6W,A1F4D2PZ7NNWTL,-1.080794354,8,Rude,0.076933404,,
Wikipedia,559372,how do i propose to change the name of <url> to <url> ??,24,13,21,14,12,ANGX5PAAYGL9P,A2YFPO0N4GIS25,A3CA5S8GR8TZ1U,AYG3MF094634L,AZOAW8JH5HJJK,0.380199493,16.8,Polite,0.187622772,,
Wikipedia,127802,"How exactly is it unclear? The ships link to the same place, the prefix ""HMS"" comes before ''Eagle'' to show her name change... what's not there that should be?",9,13,14,9,5,A233ONYNWKDIYF,A2VMJFBCB921NI,AYG3MF094634L,AQENCS423BKON,AHH34KPTA2LSS,-0.858782537,10,Rude,0.430178045,,
092011 Cooking,4549,How are you grilling them? High heat? Low and Slow? How long does it take to cook them on the grill?,14,9,13,13,13,A1E0EK09CA5OIO,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A309BLCQJHQULO,A3IS283P2CECZJ,-0.665464978,12.4,Rude,0.077520211,,
Wikipedia,620951,I don't see any of that in his deletion log.  Would you please find out which one it was as evidence so you're not blindly accusing an admin of deleting something they didn't delete?,9,18,1,9,5,A2WKPCZU4U110T,A22SZHZTF72TRM,A1TLLJDX8H4JP1,A2LQ33BQ8G259D,A1RT9SQ9D9DLOV,-1.145264433,8.4,Rude,0.684412334,,
092011 Stack Overflow,3308973,"To answer your last question, you want to use `extern ""C""` to prevent the name-mangling. Not sure about the first one yet though; have you verified that you're actually being sent any messages?",17,17,14,18,19,A2UFD1I8ZO1V4G,A2YNPKYEFDZ6C9,A14TK8NCD4CUN1,A17G2LOYX7WQZ,A2GRSJHXTR7JQR,0.964123404,17,Polite,0.077693017,,
Wikipedia,622309,"I see that he just re-added the old article in there at first, but by the time we got to the end, it was significantly changed.  Can you take a quick look at <url> and see if you think that version has the same problems?",14,17,22,17,13,AYG3MF094634L,A3KVLFBRO8X2MZ,A2MWGIVIKOXWYM,A2ULMYRKQMNNFG,A302M81U0HM7RJ,0.340989908,16.6,Polite,0.749689203,,
092011 Stack Overflow,1419551,"@cvondrick, in that case I'd rather use binary insertion and sorting. My problem now, is however how I can combine two dates to one number?",14,16,16,21,21,A33SMNMTMIOJ6T,A1F4D2PZ7NNWTL,A2WGBPEN45GJNF,A3DKR227NQCH4X,A38EGQEYZHRQNC,0.507719965,17.6,Polite,0.077790902,,
Wikipedia,463412,I added a clarifying sentence to my user page <url>.  Do you think it distills the essence?,19,17,25,13,21,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,AD317NO9623GZ,A28TXBSZPWMEU9,A236MXN66UEJW6,0.845726816,19,Polite,0.15834135,,
092011 Stack Overflow,2665963,"i get this as well, is it only happening since you moved to a later version of xCode? is your configuration in Debug?",17,15,15,13,21,A2UFD1I8ZO1V4G,AQRI1E9W5268O,A2OXXHGAM7B0Y,A233ONYNWKDIYF,A3E157ZN8XPUKJ,0.521917491,16.2,Polite,0.07809425,,
Wikipedia,52673,I am trying to figure out the exact definition of <url> however do not have access to Andrews.  Could you help?,17,21,17,16,19,A233ONYNWKDIYF,A34A6MSJTD9A4L,A15YL2MKU0RY98,A1F4D2PZ7NNWTL,A9LK8OAITVXOQ,0.911434971,18,Polite,0.898476076,,
Wikipedia,185430,"SE, I've briefly blocked your bot because I see it's changing embedded links to footnotes again, against <url>. Did you discuss with anyone that you were doing this, or get permission to use it?",9,13,9,12,9,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A1G05O3HM7DNVZ,-1.185824815,10.4,Rude,0.957326768,,
Wikipedia,281622,Noticed you've been holding the fort alone... again :) Thought I'd drop by and say hello. Surely your sanity has reached its limits by now?,13,21,21,20,21,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,AIPK94CUWL45W,1.496312634,19.2,Polite,0.050844524,,
Wikipedia,626716,"Even worse: ""The authorized use of this data is limited to informational and educational purposes only, and NOT for operational or commercial purposes."" This clearly disqualifies the text for Wikipedia purposes, I'm afraid we'll have to delete the article. Do you know of any similar contributions you've made?",13,5,17,6,9,A22SZHZTF72TRM,AC19WQADO0IFX,AK46ZNEC6R89C,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-0.616653201,10,Rude,0.537052961,,
Wikipedia,428791,"Well, look again! Does ''<url>'' look like a dictionary-definition page to you?",6,9,11,3,3,A2VMJFBCB921NI,AI3J83EIW9EOK,AYG3MF094634L,AC25X12LNYY6Y,A1F4D2PZ7NNWTL,-2.023899838,6.4,Rude,0.42628297,,
Wikipedia,224511,"Agian, wishful thinking is one thing, fantasyland, now back to reality, Can you provide me ONE journal, ONE book that mentioned the term ""palestinians"" before 1960's??? Why not?",17,5,9,5,1,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A1G05O3HM7DNVZ,A3IHLWMZNBLUR4,-1.751730669,7.4,Rude,0.301573644,,
Wikipedia,475927,And <url> targets <url>. Shouldn't it go to <url>?,9,13,13,9,9,A233ONYNWKDIYF,APDWVWS2HMSFD,A3GOI327COFGY5,A29B522D0BX6HN,A3IHLWMZNBLUR4,-0.667649419,10.6,Rude,0.087252367,,
092011 IT Security,4888,It would really help the many viewers of this question if you would edit it to be clear without having to follow links.  And what is DPAPT?,13,17,17,17,21,AO3XB5I5QNNUI,AYG3MF094634L,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,1.025933244,17,Polite,0.079809383,,
Wikipedia,620322,I have no clue.  Isn't there a WikiProject on radio stations you can ask?,9,13,7,11,6,A233ONYNWKDIYF,A34A6MSJTD9A4L,A15YL2MKU0RY98,A1F4D2PZ7NNWTL,A9LK8OAITVXOQ,-0.79453087,9.2,Rude,0.969697789,,
Wikipedia,120107,"Hi.  I'm not disputing your reversion of my edit, but would you please point to any other article that has a reading list that is 100% from a single author?",9,13,17,13,7,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A29B522D0BX6HN,-0.42040257,11.8,Rude,0.69754949,,
092011 Stack Overflow,2498639,How are the stops designated? Do they have unique numbers or names?,13,21,13,17,23,A233ONYNWKDIYF,A3E157ZN8XPUKJ,AO3XB5I5QNNUI,A39FH0T1NKKMVO,A3OY0OL2M0HUTT,0.619445416,17.4,Polite,0.080559475,,
092011 Stack Overflow,6981585,"Ah, well, I forgot that I also did subclass the view object associated with my NSCollectionViewItem subclass while I was working on this today. Perhaps that broke something?",17,18,21,21,14,A3OW54MEVDKXJL,A2WRP1KHK1UU7L,A125P73OQSRNI5,A1M1T2EF4Y2IW8,AE68VBES5HIPY,1.069073736,18.2,Polite,0.081157104,,
092011 Stack Overflow,7778443,The question isn't clear. Is it a video of two stars in the sky?,12,10,8,10,15,A14TK8NCD4CUN1,A872FSFU7WV6W,A1F4D2PZ7NNWTL,AD1IH74UX9IAI,A2BKPNKU3EG41Z,-0.698164845,11,Rude,0.081193813,,
092011 Programmers,22479,ahhhh please this is so common its not even funny. Why do managers think that testing can be optional just cause their getting fire from above?,13,17,19,21,22,AO3XB5I5QNNUI,A233ONYNWKDIYF,A23312XQ2AQ91W,A32VJLRWGMYGSU,A13HSR88OUNIVP,0.776663802,18.4,Polite,0.081393699,,
Wikipedia,369400,"Your comment about ""the additions were left intact as a courtesy"" sounds a bit strange to me. Maybe you should read <url>?",13,11,10,9,9,A2UFD1I8ZO1V4G,AYG3MF094634L,AO5E3LWBYM72K,A1RT9SQ9D9DLOV,AD1IH74UX9IAI,-1.187653929,10.4,Rude,0.004994181,,
092011 Stack Overflow,2391262,"That's not clear, what kind of distance? You mean orthogonal distance from a side of original rectangle to another one?",13,13,9,13,12,A2UFD1I8ZO1V4G,A416CQ0FIDNFT,A233ONYNWKDIYF,A28TXBSZPWMEU9,A34M93NJC830DP,-0.450446794,12,Rude,0.081941351,,
092011 Stack Overflow,7985115,What do you want if you have a path like `images/P/n/ABC-4b.jpg`?  Are you really asking to strip off the path and extension and return only the filename?,9,11,14,4,8,APEJ17EE0VDDT,A1UZ2DD6L6DGHT,AYG3MF094634L,A14TK8NCD4CUN1,A2BKPNKU3EG41Z,-1.382603648,9.2,Rude,0.081941396,,
092011 Stack Overflow,882053,Array.binarySearch requires your array to be sorted in advance. Is it?,10,15,15,13,9,A233ONYNWKDIYF,AD1IH74UX9IAI,A2BKPNKU3EG41Z,A3OY0OL2M0HUTT,A2PIUQICBRBZZY,-0.277337739,12.4,Rude,0.082012616,,
092011 Photography,478,What is the dynamic range of your camera's sensor (how many bits per pixel)? Can you adjust the pixel format of the raw file?,17,19,17,9,21,A233ONYNWKDIYF,A1KC138MX47DXA,A2UFD1I8ZO1V4G,A1FF4KWG1G44QE,A13HSR88OUNIVP,0.540157013,16.6,Polite,0.082066673,,
092011 Statistical Analysis,11972,Please provide the example of what you want to achieve. What exactly you do not get?,9,9,17,9,9,AO3XB5I5QNNUI,A233ONYNWKDIYF,A3E157ZN8XPUKJ,A2JJLF3PI5XJ0I,A2MWGIVIKOXWYM,-0.757808079,10.6,Rude,0.08217525,,
092011 Web Applications,12743,"Please clear some questions I have about your question:
Are you looking to self-host your document management solution or are you wanting do create a knowledge base *about* self-hosted apps?",13,17,5,9,8,AO3XB5I5QNNUI,A23312XQ2AQ91W,A32VJLRWGMYGSU,A1W2G1N4BDF2DW,A1T5YMBH35PDBX,-0.89789295,10.4,Rude,0.082224923,,
092011 Stack Overflow,4157265,It doesn't look like a Rails method. Perhaps some gem or plugin that does this?,21,17,21,13,13,A3FHCACAJU25J6,A2AE4MZVUX9JPX,A17NUCNTE4BJK6,A3TXO6RKFIDFUV,A2WGBPEN45GJNF,0.378420866,17,Polite,0.082239101,,
Wikipedia,502806,What was your aim with <url>? have you abandoned it?,9,13,13,13,7,AZN83WTGUR1JZ,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A3GOI327COFGY5,A2AMGE57IJVSHF,-0.447213766,11,Rude,0.041395517,,
092011 Game Development,24165,"Sorry, reading a bit about alpha testing - it seems to come at the end of the pipeline, which introduces aliasing problems: http://blogs.msdn.com/b/shawnhar/archive/2011/05/06/antialiasing-alpha-cutouts.aspx. As a final question, do you happen to know how to do alpha testing in XNA 4.0?",13,21,17,13,21,AO3XB5I5QNNUI,A3E157ZN8XPUKJ,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A13HSR88OUNIVP,0.39442354,17,Polite,0.082440946,,
092011 Stack Overflow,1995070,Smells like homework. How far did you get?,17,5,13,9,13,A33SMNMTMIOJ6T,A2YNPKYEFDZ6C9,A2WGBPEN45GJNF,AP6784DKV31O6,AFD31LP2ZU9G7,-0.518451075,11.4,Rude,0.082576286,,
Wikipedia,547323,"I hope I don't upset anyone by jumping in univited, but why are self-created images any different than those found elsewhere so long as they comply with all of the non-free content criteria? Is this caveat hiding in a talk page archive somewhere?",13,17,18,17,20,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A22SZHZTF72TRM,A1DTQSIIYIZL62,A38N58BSMTA0BE,0.673691947,17,Polite,0.331073778,,
Wikipedia,577787,"BTW, I see you've left some comments at <url>. Would you be interested in signing on to the project?",21,21,13,19,16,A233ONYNWKDIYF,AISPSIJ54U4SC,A199E33VY97TR,A3T3VES112CGFO,A1F4D2PZ7NNWTL,0.842206302,18,Polite,0.121825252,,
092011 Stack Overflow,3589473,Perhaps you need to define 'best'. Also did you mean 3D k-sided polyhedron instead of polygon?,13,10,17,7,15,A2NPNKSW89BODS,A2PXJTMWGUE5DC,A2UFD1I8ZO1V4G,A1F4D2PZ7NNWTL,A3TXO6RKFIDFUV,-0.171336989,12.4,Rude,0.083503405,,
092011 Web Applications,2173,"I'd prefer it to be more generic, but that it SHOULD include the UK. Surely there must be Mint.com clones that have worldwide coverage?",9,9,17,9,17,AO3XB5I5QNNUI,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2J65ZHAJQDKAC,A32VJLRWGMYGSU,-0.272433514,12.2,Rude,0.083580168,,
Wikipedia,548854,You're up late burning the midnight oil. Something wrong with nom name?,15,20,16,13,21,AYG3MF094634L,AO5E3LWBYM72K,ARYGQ46IMW8AU,A3CFNUD7VR2E1E,A34ZSF2JSRXIRP,0.427681605,17,Polite,0.893096302,,
Wikipedia,431031,I had to revert another one <url>. How about that protection?,9,5,13,13,9,A233ONYNWKDIYF,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A2QH1BQA6GR48O,A2AMGE57IJVSHF,-0.678068558,9.8,Rude,0.76498537,,
Wikipedia,627338,"Many people have mentioned this mythical facillity - I've never found it, and assumed it was only available to sysops, which I am not. Is this the case?",13,13,14,11,9,A233ONYNWKDIYF,A2VMJFBCB921NI,AYG3MF094634L,AQENCS423BKON,AHH34KPTA2LSS,-0.418716453,12,Rude,0.62466841,,
092011 Stack Overflow,5789421,Why do you want 50 threads? And what is it that they are supposed to be doing exactly?,8,8,10,17,9,A2OXXHGAM7B0Y,A3EJ5TT2ZGBIDA,A17G2LOYX7WQZ,A1HBDQ0BJQBA4Q,A3OY0OL2M0HUTT,-1.132824093,10.4,Rude,0.083894713,,
092011 Stack Overflow,2299614,"I assume that when you rotate them, they have to remain axis-aligned? i.e. you can't rotate then by 30 degrees or anything like that?",13,21,17,21,17,A382TYYEB424GH,A3E157ZN8XPUKJ,A1F4D2PZ7NNWTL,A3DKR227NQCH4X,A312BVGKE6BAS5,0.724987913,17.8,Polite,0.084549164,,
092011 Stack Overflow,709795,Can you please clarify your question so it's clear what you're asking for. Do you want examples of functional and non-functional requirements in the problem specification?,9,9,11,9,17,A1LZIWJ3V05K3H,A3OW54MEVDKXJL,A1F4D2PZ7NNWTL,A34NDXO56MBC3D,A34M93NJC830DP,-0.504006322,11,Rude,0.084718537,,
092011 Stack Overflow,3362493,"Please, share more details, configured Application Pools, publishing configuration (realease, debug, ...). Is the IIS on the same machine?",20,13,18,15,15,AO5E3LWBYM72K,A14TK8NCD4CUN1,A17G2LOYX7WQZ,A2BKPNKU3EG41Z,A39FH0T1NKKMVO,0.255216686,16.2,Polite,0.084761186,,
092011 Stack Overflow,4839163,"There cant be a general solution. What do you do when the stack has 10 entries and you need to output a number, but the last number hasnt arrived yet?",10,9,14,11,9,A2AE4MZVUX9JPX,A1H0XDGVSBL152,AYG3MF094634L,AD1IH74UX9IAI,AFHAH1BIN51GI,-0.485571392,10.6,Rude,0.08483052,,
092011 Stack Overflow,3913326,How would you store those cached images? in your own NSArray?,20,13,21,19,17,ATHS9GUME1XCA,AYG3MF094634L,A3E157ZN8XPUKJ,A17G2LOYX7WQZ,A3DKR227NQCH4X,0.240892319,18,Polite,0.08504218,,
Wikipedia,625607,I will take out Haskett in deference to you. OK?,13,5,9,15,11,A233ONYNWKDIYF,A3MN5VOZFQPNZF,A2MWGIVIKOXWYM,A1GK3MPU2HL0C8,A872FSFU7WV6W,-0.46808518,10.6,Rude,0.248275259,,
092011 Stack Overflow,8345076,"What do you mean by ""equivalent value""?? Are you just looking for a linear function like that in @phimuemue's answer?",10,12,11,11,13,A2AE4MZVUX9JPX,A2UME0TSE7N41G,A17G2LOYX7WQZ,A1F4D2PZ7NNWTL,A34M93NJC830DP,-0.476926118,11.4,Rude,0.085112958,,
092011 Stack Overflow,8556541,@user5402 could you please elaborate? What does opening the pipe do?,17,17,21,21,11,A2AE4MZVUX9JPX,A33SMNMTMIOJ6T,A3MMLCBV2W3BP9,A1EFWZTCRESQ0K,A1F4D2PZ7NNWTL,1.033184858,17.4,Polite,0.085294335,,
092011 Stack Overflow,7127187,show some code ? what u mean not work ?,5,1,9,1,9,A2NPNKSW89BODS,A2USG66RL7MM4E,A1LD0QIDVO016U,A2BKPNKU3EG41Z,A28WCYNS229OHH,-2.039207033,5,Rude,0.085590648,,
092011 Stack Overflow,4063653,2.5D? Is that what people call projected 3D nowadays?,13,10,9,10,9,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A14TK8NCD4CUN1,AP6784DKV31O6,A34M93NJC830DP,-1.382852998,10.2,Rude,0.086034034,,
092011 Stack Overflow,8050077,"I am pretty sure I could, I looked at couple sites that are doing it. I just can't see the code cuz its PHP =P Must be some syntax or app setup on the facebook side perhaps?",17,16,18,18,13,A233ONYNWKDIYF,A14TK8NCD4CUN1,A17G2LOYX7WQZ,A1KC138MX47DXA,A3OY0OL2M0HUTT,0.611969717,16.4,Polite,0.086403464,,
Wikipedia,156487,"You have reverted four times, Sarek three times, and an IP once. Do I take it that you are declining to undo your edit?",9,13,9,6,9,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2MWGIVIKOXWYM,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,-1.119571611,9.2,Rude,0.678026408,,
092011 TeX - LaTeX,1037,"Could you tell which packages you have already tried? Would something like a long table, where you type each paragraph into a cell, be useful to you?",5,5,9,8,5,A233ONYNWKDIYF,A34A7196LM26TV,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,AR6N5URYPDBXS,-1.817436716,6.4,Rude,0.086865666,,
Wikipedia,626344,"Thanks. Does it happen to say anything about his marriage to Paula, as in when it ended?",21,17,18,16,17,A16PRU8T6NZLN5,A2UFD1I8ZO1V4G,A2UBXHCHM2I6IL,A37ADCYLCSB5O2,A13CO3B2BRXQLZ,0.931780011,17.8,Polite,0.62800462,,
092011 Stack Overflow,4641678,"Where is the object created? Is it created on the stack, on the heap, or is it a global variable?",17,15,17,16,17,A3OW54MEVDKXJL,A125P73OQSRNI5,AD1IH74UX9IAI,A39FH0T1NKKMVO,A321FJYVTX5WP9,0.610784716,16.4,Polite,0.086921198,,
092011 Stack Overflow,1838160,"So? Are you expecting us to do your homework for you??? :-) Ok,here's a hint... what's the type of `""a"" | ""b""`?",4,9,5,11,9,A2UME0TSE7N41G,A2UFD1I8ZO1V4G,A1G05O3HM7DNVZ,A14TK8NCD4CUN1,A34M93NJC830DP,-1.79332109,7.6,Rude,0.086997406,,
092011 Stack Overflow,1200852,Needs more context. Can you provide the question which precedes the answer too?,15,17,15,21,17,A3RP70I4XDGOIS,A2UFD1I8ZO1V4G,A14TK8NCD4CUN1,A872FSFU7WV6W,A3OY0OL2M0HUTT,0.937242836,17,Polite,0.087222382,,
092011 Stack Overflow,995648,i know this doesn't help your problem but it's another corner case: what if two different cells want to swap with the same one? will one swap and then the other swap with the one it didn't intend to?,13,24,25,15,19,A1BS64O3JY0YJ4,A2AE4MZVUX9JPX,ARJ44YPGA2FPK,A14TK8NCD4CUN1,A17G2LOYX7WQZ,0.909973018,19.2,Polite,0.08746562,,
092011 Stack Overflow,3705705,"What do you mean by 'variable'? More specifically, are you including fields and properties, or are you referring specifically to method-local variables?",13,21,13,17,17,A2NPNKSW89BODS,A3E157ZN8XPUKJ,A3MMLCBV2W3BP9,A17G2LOYX7WQZ,A312BVGKE6BAS5,0.402743021,16.2,Polite,0.087673523,,
092011 Gaming,7706,"@JavadocMD you are correct, I must have missed that.  This brings up a larger issue: if your question is part of another question, but was not answered as part of that question, should you cut a new question?",13,17,13,21,21,A233ONYNWKDIYF,A1KC138MX47DXA,A2UFD1I8ZO1V4G,A1FF4KWG1G44QE,A13HSR88OUNIVP,0.261284182,17,Polite,0.087856955,,
092011 Stack Overflow,4262505,"Is the junk always the same, or is it different for each file? Also, what format is the date in?",13,18,13,15,21,A2UFD1I8ZO1V4G,A33SMNMTMIOJ6T,A233ONYNWKDIYF,A2BKPNKU3EG41Z,A3OY0OL2M0HUTT,0.481691695,16,Polite,0.087966578,,
Wikipedia,126136,"Hi there, it looks like the moving editor has added a bunch of references to the talk page supporting the fact Toto is no longer formally referred to as Moorland Totilas.  Do you think if we added one or more of the refs he's added on the talk page to the article we could move it back?",17,17,17,21,21,A233ONYNWKDIYF,APDWVWS2HMSFD,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A3IHLWMZNBLUR4,0.922497042,18.6,Polite,0.29898557,,
092011 WordPress,5034,"Your shortcode definition is `frame_left`, code examples use `frame_right`. Can I assume you have `frame_right` shortcode defined in same way?",5,9,13,9,1,AO3XB5I5QNNUI,A1KC138MX47DXA,A2UFD1I8ZO1V4G,A1FF4KWG1G44QE,A3U7P73AIQVS9S,-1.103172706,7.4,Rude,0.088284351,,
Wikipedia,626770,"Your poorly written, bizarre comment makes no sense, since all of my edits in the Al Franken article conform to wikipedia's NPOV policy.  What are you talking about?",5,3,6,1,5,A233ONYNWKDIYF,ARYGQ46IMW8AU,A1F4D2PZ7NNWTL,A3TFQK7QK8X6LM,A1DTQSIIYIZL62,-2.298733064,4,Rude,0.813582545,,
Wikipedia,171044,<person> I find this conversation remarkable given that you have twice opted to edit war over referencing format to the detriment of an article's quality in the last 24 hours on <url>. What gives?,6,5,5,13,9,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,AD317NO9623GZ,A28TXBSZPWMEU9,A236MXN66UEJW6,-1.725066915,7.6,Rude,0.933632089,,
092011 Stack Overflow,6944766,"Yes, a `<table>` is the right choice here. Have you tried writing any code yet?",11,11,13,13,11,A3RP70I4XDGOIS,A3I83CQLOZRO79,A2Y0ZGI29KQBTB,A14TK8NCD4CUN1,A125P73OQSRNI5,-0.389231332,11.8,Rude,0.089127861,,
092011 Stack Overflow,8435029,3) and 4) look broken to me. Did you mix up `and` and `or`?,13,12,16,8,13,A3UN57EC5AXY1Z,A14TK8NCD4CUN1,A3EJ5TT2ZGBIDA,A872FSFU7WV6W,A3OY0OL2M0HUTT,-0.278584651,12.4,Rude,0.089131255,,
092011 Stack Overflow,2664156,And what operating system? and why on earth are you writing this in assembler?,11,9,1,7,5,A1BS64O3JY0YJ4,A2UFD1I8ZO1V4G,A320SR22MPGY17,AD1IH74UX9IAI,A2WGBPEN45GJNF,-2.131546513,6.6,Rude,0.089174786,,
Wikipedia,230539,"So you reverted my edit, rstoring a badly written sentence that includes a point that is neither germane to the topic nor supported by a citation. Yeah, that really helped, didn't it?",5,5,1,1,1,A233ONYNWKDIYF,AI4WWBB2PNCKH,A3S5L3I8O3Q2G,A29B522D0BX6HN,AIPK94CUWL45W,-3.008609376,2.6,Rude,0.910195344,,
